'	exclamation	lex112884.1_ἒ
συντάσσεται	verb	lex71395.1_συντάσσω
συντάττεται	verb	lex71395.1_συντάσσω
συντάττηται	verb	lex71395.1_συντάσσω
συντάττοιμεν	verb	lex71395.1_συντάσσω
συντέμοισι	verb	http://data.perseus.org/collections/_σύν-τέτμον
συντέτακται	verb	lex71395.1_συντάσσω
συντόμως	adjective	lex72703.1_σύντομος
συνυπακοῦσαι	verb	http://data.perseus.org/collections/_σύν-ὑπακούω
συνυπακοῦσαι	verb	http://data.perseus.org/collections/_σύν,ὑπό-ἀκέω
συνωθούμενον	verb	lex71562.1_συνωθέω
συνωθοῦνται	verb	lex71562.1_συνωθέω
συνωνύμοις	adjective	lex71605.1_συνώνυμος
συνωρίδας	noun	lex71579.1_συνωρίς
συνωρεῖν	verb	http://data.perseus.org/collections/_σύν-ὠρέω
συνώνυμον	adjective	lex71605.1_συνώνυμος
συνἵστησι	verb	lex69978.1_συνίστημι
συνἵστησιν	verb	lex69978.1_συνίστημι
συνάγει	verb	lex69880.1_συνάγω
συνάπτει	verb	lex69900.1_συνάπτω
συνάπτειν	verb	lex69900.1_συνάπτω
συνάπτεσθαι	verb	lex69900.1_συνάπτω
συνάπτεται	verb	lex69900.1_συνάπτω
συνάπτοντες	verb	lex69900.1_συνάπτω
συνάπτων	verb	lex69900.1_συνάπτω
συνάπτωνται	verb	lex69900.1_συνάπτω
συνάψαι	verb	lex69900.1_συνάπτω
συνέβαλε	verb	lex69291.1_συμβάλλω
συνέβαλον	verb	lex69291.1_συμβάλλω
συνέβη	verb	lex69295.1_συμβαίνω
συνέθεντο	verb	lex71404.1_συντίθημι
συνέκειτο	verb	lex72443.1_σύγκειμαι
συνέκλειον	verb	lex68957.1_συγκλείω
συνέλευσιν	noun	lex69921.1_συνέλευσις
συνέπεια	noun	lex69935.1_συνέπεια
συνέπειαν	noun	lex69935.1_συνέπεια
συνέρρηξαν	verb	lex71679.1_συρράσσω
συνέσταλται	verb	lex71778.1_συστέλλω
συνέτριψε	verb	lex71497.1_συντρίβω
συνέχων	verb	lex69136.1_συγχώννυμι
συνέχων	verb	lex71596.1_συνόχωκα
συνήθειαν	noun	lex69958.1_συνήθεια
συνήθη	adjective	lex69959.1_συνήθης
συνήθης	adjective	lex69959.1_συνήθης
συνήθως	adverb	lex69959.1_συνήθης
συνήκεν	verb	lex69961.1_συνήκω
συνίστησι	verb	lex69978.1_συνίστημι
συνίστησι	verb	lex71195.1_συνιστάω
συνίστησιν	verb	lex69978.1_συνίστημι
συνίστησιν	verb	lex71195.1_συνιστάω
συνᾴδει	verb	lex71607.1_συνᾴδω
συνῃρημένον	verb	lex70054.1_συναιρέω
συνῆκεν	verb	lex69961.1_συνήκω
συνῆκεν	verb	lex69974.1_συνίημι
συνῆλθεν	verb	lex69948.1_συνέρχομαι
συνῆν	verb	lex72639.1_σύνειμι1
συνῆπται	verb	lex69900.1_συνάπτω
συνῴκησεν	verb	lex71271.1_συνοικέω
συνῴκισε	verb	lex71275.1_συνοικίζω
συρίγγων	verb	lex71650.1_συριγγόω
συρίγγων	noun	lex72802.1_σῦριγξ
συρίζειν	verb	lex71637.1_συρίζω
συριγμόν	noun	lex71655.1_συριγμός
συριγμῶ	noun	lex71655.1_συριγμός
συρμῷ	noun	lex71674.1_συρμός
συρρήσσων	verb	lex71682.1_συρρήσσω
συρρήσσων	verb	lex71679.1_συρράσσω
συρρεῖ	verb	lex71681.1_συρρέω
συσσιτεῖσθαι	verb	lex71763.1_συσσιτέω
συστάδην	adverb	lex71774.1_συστάδην
συστάσεως	noun	lex72759.1_σύστασις
συστέλλει	verb	lex71778.1_συστέλλω
συστέλλειν	verb	lex71778.1_συστέλλω
συστέλλεσθαι	verb	lex71778.1_συστέλλω
συστέλλεται	verb	lex71778.1_συστέλλω
συστέλλουσιν	verb	lex71778.1_συστέλλω
συστέλλων	verb	lex71778.1_συστέλλω
συσταλτέον	adjective	lex71786.1_συσταλτέον
συσταλτέον	adjective	lex71786.1_συσταλτέον
συστελλομένου	verb	lex71778.1_συστέλλω
συστολήν	noun	lex71811.1_συστολή
συστολὰς	noun	lex71811.1_συστολή
Πηνελόπεια	noun	lex7848.1_Πηνελόπη
Πηνελόπη	noun	lex7848.1_Πηνελόπη
Πιερία	noun	lex7855.1_Πιερία
Πιερίαι	noun	lex7855.1_Πιερία
Πιερίαν	noun	lex7855.1_Πιερία
Πιερίην	noun	lex7855.1_Πιερία
Πινδάρω	noun	lex7272.1_Πίνδαρος
Πινδάρῳ	noun	lex7272.1_Πίνδαρος
Πινδάρῳ	noun	lex7272.1_Πίνδαρος
συστολὴ	noun	lex71811.1_συστολή
συστολὴν	noun	lex71811.1_συστολή
συστολῆς	noun	lex71811.1_συστολή
συστολῇ	noun	lex71811.1_συστολή
συστρατεύσαντι	verb	lex71821.1_συστρατεύω
συστραφῆναι	verb	lex71817.1_συστρέφω
συστροφάς	noun	lex71831.1_συστροφή
συστροφὰς	noun	lex71831.1_συστροφή
συστροφῆς	noun	lex71831.1_συστροφή
συστέλλει	verb	lex71778.1_συστέλλω
συστέλλειν	verb	lex71778.1_συστέλλω
συστῆναι	verb	lex69978.1_συνίστημι
συσὶ	noun	lex126004.1_ὗς
συχνῶς	adjective	lex71862.1_συχνός
συὸς	noun	lex126004.1_ὗς
σφάζοντες	verb	lex71874.1_σφάζω
σφάξαι	verb	lex71874.1_σφάζω
σφέας	pronoun	lex71998.1_σφεῖς
σφέτερον	adjective	lex71894.1_σφέτερος
σφέτερος	adjective	lex71894.1_σφέτερος
σφίν	pronoun	lex71998.1_σφεῖς
σφίσι	pronoun	lex71998.1_σφεῖς
σφίσιν	pronoun	lex71998.1_σφεῖς
σφαγαῖς	noun	lex71911.1_σφαγή
σφαγέντος	verb	lex71874.1_σφάζω
σφαγὴν	noun	lex71911.1_σφαγή
σφαζόμενα	verb	lex71874.1_σφάζω
σφαιρικῶς	adjective	lex71931.1_σφαιρικός
σφαιροειδὴς	adjective	lex71937.1_σφαιροειδής
σφαιροειδῆ	adjective	lex71937.1_σφαιροειδής
σφαλμοῦ	verb	lex71964.1_σφαλμάω
σφαλμοῦ	verb	lex71965.1_σφαλμέω
σφαλμοῦ	noun	lex71966.1_σφαλμός
σφε	pronoun	lex71998.1_σφεῖς
σφεδανόν	adjective	lex71973.1_σφεδανός
σφενδονηδὸν	adverb	lex71985.1_σφενδονηδόν
σφενδόνης	verb	lex71980.1_σφενδονάω
σφενδόνης	noun	lex71989.1_σφενδόνη
σφετέρου	adjective	lex71894.1_σφέτερος
σφετερισάμενον	verb	lex71992.1_σφετερίζομαι
σφετερισάμενον	verb	lex71993.1_σφετερίζω
σφετέρῃσιν	adjective	lex71894.1_σφέτερος
σφησὶν	noun	lex71897.1_σφήν
σφι	pronoun	lex71998.1_σφεῖς
σφιγγομένου	verb	lex71900.1_σφίγγω
σφιν	pronoun	lex71998.1_σφεῖς
σφισι	pronoun	lex71998.1_σφεῖς
σφισιν	pronoun	lex71998.1_σφεῖς
σφισὶ	pronoun	lex71998.1_σφεῖς
σφοδραί	adjective	lex72035.1_σφοδρός
σφοδρότεραι	adjective	lex72035.1_σφοδρός
σφοδρότερός	adjective	lex72035.1_σφοδρός
σφοδρότητα	noun	lex72036.1_σφοδρότης
σφοδρὰ	adjective	lex72035.1_σφοδρός
σφοδρὰς	adjective	lex72035.1_σφοδρός
σφοδρὸν	adjective	lex72035.1_σφοδρός
σφοδρῶ	adjective	lex72035.1_σφοδρός
σφοδρῶς	adjective	lex72035.1_σφοδρός
σφοδρῷ	adjective	lex72035.1_σφοδρός
σφοῖσι	adjective	lex72099.1_σφός
σφοῦ	adjective	lex72099.1_σφός
σφυρῶν	noun	lex72107.1_σφῦρα
σφυρῶν	noun	lex72094.1_σφυρόν
σφω	pronoun	lex71998.1_σφεῖς
σφωΐτερόν	adjective	lex72096.1_σφωίτερος
σφωε	pronoun	lex71998.1_σφεῖς
σφωϊν	pronoun	lex71998.1_σφεῖς
σφωὲ	pronoun	lex71998.1_σφεῖς
σφωῒν	pronoun	lex71998.1_σφεῖς
σφόδρα	adverb	lex72097.1_σφόδρα
σφώ	pronoun	lex71998.1_σφεῖς
σφώ	adjective	lex72099.1_σφός
σφώ	pronoun	lex72423.1_σύ
σφὶν	pronoun	lex71998.1_σφεῖς
σφίσι	pronoun	lex71998.1_σφεῖς
σφίσιν	pronoun	lex71998.1_σφεῖς
σφόδρα	adverb	lex72097.1_σφόδρα
σφὼ	pronoun	lex71998.1_σφεῖς
σφὼ	adjective	lex72099.1_σφός
σφὼ	pronoun	lex72423.1_σύ
σφὼε	pronoun	lex71998.1_σφεῖς
σφῶ	verb	lex71874.1_σφάζω
σφῶ	adjective	lex72099.1_σφός
σφῶ	pronoun	lex71998.1_σφεῖς
σφῶε	pronoun	lex71998.1_σφεῖς
σφῶν	verb	lex71874.1_σφάζω
σφῶν	pronoun	lex71998.1_σφεῖς
σφῶν	adjective	lex72099.1_σφός
σφῶϊ	verb	lex71874.1_σφάζω
σφῶϊ	adjective	lex72099.1_σφός
σφῶϊ	pronoun	lex72423.1_σύ
σφῶϊν	pronoun	lex72423.1_σύ
σφῶϊν	pronoun	lex71998.1_σφεῖς
σχέσιν	noun	lex72125.1_σχέσις
σχέτλιε	adjective	lex72126.1_σχέτλιος
σχέτλιός	adjective	lex72126.1_σχέτλιος
σχήμασι	noun	lex72276.1_σχῆμα
σχήμασιν	noun	lex72276.1_σχῆμα
Πισαῖος	adjective	lex7885.1_Πισαῖος
Πιτθέως	noun	lex7902.1_Πιτθεύς
Πιτθῆος	noun	lex7902.1_Πιτθεύς
Πλάτων	noun	lex7920.1_Πλάτων
Πλάτωνα	noun	lex7920.1_Πλάτων
Πλάτωνος	noun	lex7920.1_Πλάτων
Πλήξιππος	noun	lex7923.1_Πλήξιππος
Πλακίαν	noun	lex7927.1_Πλακίη
Πλειάδες	noun	lex7953.1_Πλειάς
Πλειάδες	noun	lex7952.1_Πλειάδες
Πλειάδων	noun	lex7952.1_Πλειάδες
Πλειάδων	noun	lex7953.1_Πλειάς
σχήματα	noun	lex72276.1_σχῆμα
σχήματι	noun	lex72276.1_σχῆμα
σχήματος	noun	lex72276.1_σχῆμα
σχήσειν	verb	lex113895.1_ἔχω
σχήσεσθ'	verb	lex113895.1_ἔχω
σχήσεσθ'	verb	lex72116.1_σχάω
σχήσων	verb	lex113895.1_ἔχω
σχεδίας	noun	lex72148.1_σχεδία
σχεδίας	adjective	lex72119.1_σχέδιος
σχεδὸν	adverb	lex72164.1_σχεδόν
σχετλίη	adjective	lex72126.1_σχέτλιος
σχεῖν	verb	lex113895.1_ἔχω
σχεῖν	verb	lex72116.1_σχάω
σχηματίζει	verb	lex72180.1_σχηματίζω
σχηματίζειν	verb	lex72180.1_σχηματίζω
σχηματίζων	verb	lex72180.1_σχηματίζω
σχηματίσας	verb	lex72180.1_σχηματίζω
σχηματισμοῦ	noun	lex72183.1_σχηματισμός
σχηματισμόν	noun	lex72183.1_σχηματισμός
σχηματισμός	noun	lex72183.1_σχηματισμός
σχηματισμὸν	noun	lex72183.1_σχηματισμός
σχηματίζει	verb	lex72180.1_σχηματίζω
σχηματίζεται	verb	lex72180.1_σχηματίζω
σχηματίζοιμεν	verb	lex72180.1_σχηματίζω
σχηματίσας	verb	lex72180.1_σχηματίζω
σχημάτων	noun	lex72276.1_σχῆμα
σχιζῶν	noun	lex72130.1_σχίζα
σχοινίον	noun	lex72219.1_σχοινίον
σχοινία	noun	lex72219.1_σχοινίον
σχολάζειν	verb	lex72255.1_σχολάζω
σχολήν	noun	lex72258.1_σχολή
σχολικὸν	adjective	lex72271.1_σχολικός
σχολάσαι	verb	lex72255.1_σχολάζω
σχολὴν	noun	lex72258.1_σχολή
σχολῆς	verb	lex72255.1_σχολάζω
σχολῆς	noun	lex72258.1_σχολή
σχόμενος	verb	lex113895.1_ἔχω
σχέσιν	noun	lex72125.1_σχέσις
σχόλιον	noun	lex72275.1_σχόλιον
σχών	verb	lex113895.1_ἔχω
σχῆμα	noun	lex72276.1_σχῆμα
σχῇ	verb	lex113895.1_ἔχω
σχῇ	verb	lex72110.1_σχάζω
σχῇ	verb	lex72116.1_σχάω
σωζομένῳ	verb	lex72774.1_σώζω
σωθησομένων	verb	lex72774.1_σώζω
σωθῆναι	verb	lex72774.1_σώζω
σωθῇ	verb	lex72774.1_σώζω
σωθῶσιν	verb	lex72774.1_σώζω
σωλῆνος	noun	lex72302.1_σωλῆνος
σωλῆνος	noun	lex72285.1_σωλήν
σωμάτων	verb	lex72348.1_σωματόω
σωμάτων	noun	lex72806.1_σῶμα
σωματικὴ	adjective	lex72320.1_σωματικός
σωματικὸν	adjective	lex72320.1_σωματικός
σωματοειδὴς	adjective	lex72323.1_σωματοειδής
σωρευσάσθω	verb	lex72366.1_σωρεύω
σωρεύσαι	verb	lex72366.1_σωρεύω
σωρῷ	noun	lex72372.1_σωρός
σωτήριον	adjective	lex72384.1_σωτήριος
σωτηρία	noun	lex72385.1_σωτηρία
σωτηρίαν	noun	lex72385.1_σωτηρία
σωτηρίας	noun	lex72385.1_σωτηρία
σωτηρία	noun	lex72385.1_σωτηρία
σωτηρίαν	noun	lex72385.1_σωτηρία
σωφρονέστατοι	adjective	lex72780.1_σώφρων
σωφροσύνην	adjective	lex72405.1_σωφρόσυνος
σωφροσύνην	noun	lex72402.1_σωφροσύνη
σόλοικον	adjective	lex72413.1_σόλοικος
σόν	adjective	lex72419.1_σός
σόοι	adjective	lex72809.1_σῶς
σόοι	adjective	lex72415.1_σόος
σόον	adjective	lex72809.1_σῶς
σόον	adjective	lex72415.1_σόος
σόος	adjective	lex72415.1_σόος
σόος	adjective	lex72809.1_σῶς
σύ	pronoun	lex72423.1_σύ
σύγκειται	verb	lex72443.1_σύγκειμαι
σύγκρισιν	noun	lex72465.1_σύγκρισις
σύγκρισις	noun	lex72465.1_σύγκρισις
σύγκριτα	adjective	lex72466.1_σύγκριτος
σύγκρίσις	noun	lex72465.1_σύγκρισις
σύγχει	verb	lex69080.1_συγχέω
σύγχορτα	adjective	lex72476.1_σύγχορτος
σύγχυσιν	noun	lex72484.1_σύγχυσις
σύζευξιν	noun	lex72490.1_σύζευξις
σύλληψις	noun	lex72509.1_σύλληψις
σύμβουλον	noun	lex72523.1_σύμβουλος
σύμμικτος	adjective	lex72537.1_σύμμικτος
σύμφυτον	adjective	lex72598.1_σύμφυτος
σύμφυτον	noun	lex72597.1_σύμφυτον
σύμφυτον	verb	lex69860.1_συμφύω
Πλεισθένους	noun	lex7954.1_Πλεισθένης
Πλεισθένει	noun	lex7954.1_Πλεισθένης
Πλευρώνιοι	adjective	lex7961.1_Πλευρώνιος
Πλευρώνιον	adjective	lex7961.1_Πλευρώνιος
Πλευρῶνα	noun	lex7960.1_Πλευρών
Πλευρῶνι	noun	lex7960.1_Πλευρών
σύμφωνα	adjective	lex72599.1_σύμφωνος
σύμφωνον	adjective	lex72599.1_σύμφωνος
σύν	preposition	lex72604.1_σύν
σύναρθρος	adjective	lex72616.1_σύναρθρος
σύνδεσιν	noun	lex72626.1_σύνδεσις
σύνδεσμοι	noun	lex72627.1_σύνδεσμος
σύνδεσμον	noun	lex72627.1_σύνδεσμος
σύνδεσμος	noun	lex72627.1_σύνδεσμος
σύνεγγυς	adverb	lex72637.1_σύνεγγυς
σύνεστι	verb	lex72639.1_σύνειμι1
σύνευνος	noun	lex72646.1_σύνευνος
σύνηθες	verb	http://data.perseus.org/collections/_σύν-ἠθέω
σύνθες	verb	lex71404.1_συντίθημι
σύνθεσιν	noun	lex72651.1_σύνθεσις
σύνθεσις	noun	lex72651.1_σύνθεσις
σύνθετα	adjective	lex72652.1_σύνθετος
σύνθετο	verb	lex71404.1_συντίθημι
σύνθετον	verb	lex71404.1_συντίθημι
